ID,Site,Transect_coordinates,Forest_type,Distance,NH4_conc,NO3_conc,Ammonification,Nitrification,P,pH,soil_temp,litter_depth,O_depth,soil_moisture,SOM,prop_pine_litter,prop_hw_litter,total_floor_litter,pine_floor_litter,hw_floor_litter,Broad_leaf_herbs,Grassy_herbs,Ferns,Shrubs,Vines,Moss,Leaf_litter,Bare_soil,Rock,Max_height,All_plants,AM_basal,ECM_basal,hw_basal,pine_basal,num_stems,total_basal,ECM.AM,no_pine_saplings,PO4,PO4_release,root_density,ECM_abundance,SAP_abundance,soilSAP_abundance,AM_abundance,root_endophyte_abundance,contact_expl,short_dist_expl,med_dist_expl,long_dist_expl,mat_expl,Nitrifier_abundance,Copiotroph_abundance,Oligotroph_abundance,chitinase_ECbac_abund,denitrification_ECbac_abund,PO4uptake_ECfun_abund,denitrification_ECfun_abund,NH4uptake_ECfun_abund,ECM_chitinase_ECfun,SAP_chitinase_ECfun,ECM_PO4uptake_ECfun,SAP_PO4uptake_ECfun,ECM_NH4uptake_ECfun,SAP_NH4uptake_ECfun,Oligotroph_chitinase_ECbac,fun_amm_neg_module_abundance,fun_nitr_pos_module_abundance,fun_nitr_neg_module_abundance,fun_pmin_pos_module_abundance,fun_pmin_neg_module_abundance,bac_amm_pos_module_abundance,bac_amm_neg_module_abundance,bac_nitr_pos_module_abundance,bac_nitr_neg_module_abundance,bac_pmin_pos_module_abundance,bac_pmin_neg_module_abundance,bac_richness,bac_shannon,fun_richness,fun_shannon,bac_evenness,fun_evenness,edaphic_PC1,bac_copy_number,ITS_copy_number,fun_amm_pos_module_abundance,soil_temp2022,soil_moisture2022,Copiotroph_chitinase_ECbac,Copios_denitrification_ECbac,soil_percN,soil_percC,EMF_richness,EMF_Shannon,amidine.hydro_ECbac_abund,amino.hydro_ECbac_abund,DMhydrolase_ECbac_abund,glycosidaseN_ECbac_abund,glycosidaseOS_ECbac_abund,CPhydrolase_ECbac_abund,Noxidoreductase_ECbac_abund,Poxidoreductase_ECbac_abund,amine.oxidase_ECbac_abund,peptidase_broad_ECbac_abund,phosphatase_ECbac_abund,PDhydrolase_ECbac_abund,PMhydrolase_ECbac_abund,TMhydrolase_ECbac_abund,Phydrolase_ECbac_abund,Copiotroph_amidine.hydro_ECbac,Oligotroph_amidine.hydro_ECbac,Copiotroph_amino.hydro_ECbac,Oligotroph_amino.hydro_ECbac,Copiotroph_DMhydrolase_ECbac,Oligotroph_DMhydrolase_ECbac,Copiotroph_glycosidaseN_ECbac,Oligotroph_glycosidaseN_ECbac,Copiotroph_glycosidaseOS_ECbac,Oligotroph_glycosidaseOS_ECbac,Copiotroph_Noxidoreductase_ECbac,Oligotroph_Noxidoreductase_ECbac,Copiotroph_Poxidoreductase_ECbac,Oligotroph_Poxidoreductase_ECbac,Copiotroph_amine.oxidase_ECbac,Oligotroph_amine.oxidase_ECbac,Copiotroph_peptidase_broad_ECbac,Oligotroph_peptidase_broad_ECbac,Copiotroph_phosphatase_ECbac,Oligotroph_phosphatase_ECbac,Copiotroph_PDhydrolase_ECbac,Oligotroph_PDhydrolase_ECbac,Copiotroph_PMhydrolase_ECbac,Oligotroph_PMhydrolase_ECbac,Copiotroph_TMhydrolase_ECbac,Oligotroph_TMhydrolase_ECbac,Copiotroph_Phydrolase_ECbac,Oligotroph_Phydrolase_ECbac,amidine.hydro_ECfun_abund,amino.hydro_ECfun_abund,DMhydrolase_ECfun_abund,glycosidaseN_ECfun_abund,glycosidaseOS_ECfun_abund,peptidase_broad_ECfun_abund,phosphatase_ECfun_abund,PDhydrolase_ECfun_abund,PMhydrolase_ECfun_abund,PThydrolase_ECfun_abund,TMhydrolase_ECfun_abund,Phydrolase_ECfun_abund,Noxidoreductase_ECfun_abund,Poxidoreductase_ECfun_abund,amine.oxidase_ECfun_abund,ECM_amidine.hydro_ECfun,SAP_amidine.hydro_ECfun,ECM_amino.hydro_ECfun,SAP_amino.hydro_ECfun,ECM_DMhydrolase_ECfun,SAP_DMhydrolase_ECfun,ECM_glycosidaseN_ECfun,SAP_glycosidaseN_ECfun,ECM_glycosidaseOS_ECfun,SAP_glycosidaseOS_ECfun,ECM_peptidase_broad_ECfun,SAP_peptidase_ECfun_broad,ECM_phosphatase_ECfun,SAP_phosphatase_ECfun,ECM_PDhydrolase_ECfun,SAP_PDhydrolase_ECfun,ECM_PMhydrolase_ECfun,SAP_PMhydrolase_ECfun,ECM_TMhydrolase_ECfun,SAP_TMhydrolase_ECfun,ECM_Phydrolase_ECfun,SAP_Phydrolase_ECfun,ECM_Noxidoreductase_ECfun,SAP_Noxidoreductase_ECfun,ECM_Poxidoreductase_ECfun,SAP_Poxidoreductase_ECfun,ECM_amine.oxidase_ECfun,SAP_amine.oxidase_ECfun,all_Ndecomp_ECbac_sum,all_Ndecomp_ECbac_avg,all_ECM_Ndecomp_ECfun,all_oligo_Ndecomp_ECbac
HF3P 60m B,HF3,"42.46558, -72.212527",Pine,60,NA,NA,NA,NA,851.2,4.69,16.6,2,5,0.413806452,NA,0.820883534,0.276305221,0.043025,0.02555,0.0086,3,1,0,2,0,0,4,0,0,0.874,7,24.97300212,167.0378874,47.24594063,144.7649489,7,192.0108895,6.469713691,0,0,0,2.083232166,0.311815,0.502438744,0.28369771,0.002352671,0,0.116485913,0.014001262,0.178343949,0.00464796,0,0.003485946,0.329569167,0.107696084,0.27,0.24,0.089932107,1.222362352,0.094071873,0.712932082,0.174880382,0.849883334,0.134387748,0.766533822,0.174819116,0.020833333,0.392150112,0.487461984,0.105411144,0.211051816,0.1326677,0.534503498,0.592561679,0.644924512,0.414434761,0.277550018,0.536541058,415,5.433147221,168,3.670488846,0.901276741,0.716337753,NA,19732489.66,446820.6824,0.124289895,60,0.307879773,0.541666667,0.75,0.798650026,10.67028618,29,0.945749795,4.07,0.31,0.07,0.78,0.24,0.01,12.39,0.84,0.12,5.65,3.16,0.42,3.06,0.19,3.67,0.68763424,0.030680721,0.584776335,0.015151515,1,0,0.507683983,0.011471861,0.75,0.041666667,0.765791375,0.03926576,0.697741085,0.00877193,0.9,0,0.729757735,0.042164061,0.863040175,0.043625539,0.731111111,0.013333333,0.743872513,0.124733808,0.842105263,0.052631579,0.746270455,0.108481662,13.93223046,2.2524546,0.005243677,0.8766737,0.323205193,33.12945274,8.292053778,4.377972549,16.14211144,0.00017345,0.001734504,20.52199195,50.02901627,2.649078729,0.033016633,0.726028679,0.195487485,0.577250812,0.313509523,0.959110786,0.040889214,0.815712112,0.125532277,0.77892729,0.149547138,0.812388995,0.125290927,0.779979809,0.142938651,0.717867669,0.201200913,0.788447784,0.147702949,0,1,0.777386776,0.156105761,0.721313007,0.190282757,0.711666979,0.218178593,0.700568608,0.245379946,23.83,2.97875,5.144552977,0.226920192
US1E 0m A,US1,"42.480538, -71.225783",Encroachment,0,0.11512366,0,11.78387205,0,673.5,4.22,20,0.7,2.5,0.498079385,0.394897959,0.004958678,1.011570248,0.039425,7.50E-05,0.0153,1,0,0,0,0,4,3,2,1,0.049,1,30.70894627,315.703724,346.4126703,0,9,346.4126703,9.98783502,14,0.566927532,0.025408555,4.758898655,0.917018614,0.043094009,0.039339903,0,0.000234632,0.000860316,0.390974503,0.191302988,0,0.333880807,0,0.278972173,0.085247048,0.48,0.53,0.395609848,4.419626761,0.147220429,0.934217757,0.064593794,0.521462867,0.342483525,0.919224614,0.073642151,0,0.19020804,0.327389332,0.160957297,0.292820272,0.290708588,0.50936735,0.531332745,0.622907959,0.357441423,0.228896401,0.53103299,505,5.564284994,63,2.298082633,0.893924454,0.554672436,0.556175421,503310.4607,11277923.46,0.164867824,66,0.211736717,0.096491228,0.169811321,1.009225726,23.37998962,16,1.833058887,4.37,0.35,0.03,1.14,0.39,0.01,13.07,1.51,0.26,5.81,3.78,0.65,3.1,0.2,3.95,0.473718975,0,0.549165121,0,1,0,0.39898337,0,0.144736842,0,0.564923105,0,0.275238431,0,0.145833333,0,0.493228,0,0.578680211,0,0.729779412,0,0.589656508,0,0.5,0,0.607765551,0,29.01199462,13.6974462,5.74E-05,1.912263129,0.69159893,23.40469866,18.14471937,8.877392176,29.73853807,2.88E-05,0.000288499,38.61624759,57.9370391,5.481747064,0.011264292,0.934976825,0.062924656,0.939474576,0.058971925,0.64953332,0.35046668,0.921334293,0.074616787,0.950605924,0.046830681,0.955304649,0.041634017,0.939153586,0.056853986,0.923820757,0.072477831,0.938634297,0.057550769,0,1,0.936357042,0.059845453,0.934304815,0.060378738,0.957394241,0.039259506,0.972657602,0.027342398,25.87,3.23375,6.570218839,0
US1E 0m B,US1,"42.480538, -71.225783",Encroachment,0,0.140855947,0.008846975,49.2196143,0,931.1,4.01,20,0.7,2.5,0.608905852,0.544567339,0.004958678,1.011570248,0.039425,7.50E-05,0.0153,2,1,0,0,0,3,3,1,0,0.078,3,30.70894627,315.703724,346.4126703,0,9,346.4126703,9.98783502,14,0.495463106,NA,4.758898655,0.902414302,0.056533358,0.03474014,0,0,0.000230372,0.476502027,0.063029856,0,0.362744195,0,0.281261384,0.140209472,0.85,0.55,0.444057531,6.517787872,0.158442066,0.978828248,0.020333956,0.617209341,0.359947207,0.924046596,0.071563775,0.507186481,0.03266679,0.060311463,0.01188721,0.025939919,0.037873203,0.534403461,0.548952641,0.629326047,0.393123862,0.270446266,0.518989071,404,5.348728895,61,1.842537115,0.891244649,0.448210569,-0.319290902,102795.0674,927738.7246,0.034233321,66,0.187314172,0.054644809,0.163636364,1.357012987,29.6514225,9,1.295846317,6.3,0.55,0.06,1.68,0.68,0.02,18.76,2.16,0.23,9.08,5.1,1.07,4.9,0.29,6.26,0.464051039,0.137485274,0.440386681,0.189849624,0.833333333,0,0.28968254,0.199047619,0.081967213,0.584309133,0.439116178,0.164933658,0.181872294,0.174583333,0.142857143,0,0.325114282,0.295731663,0.412628904,0.151585933,0.478877761,0.318622056,0.342493724,0.335351901,0.344827586,0.24137931,0.36206051,0.329605759,41.97950447,20.49435651,2.00E-05,2.561717866,0.91487451,39.97035057,26.83470727,12.16124892,41.2110465,3.40E-05,0.000339914,53.37266932,86.77064402,6.961678306,0.006458221,0.950746607,0.047584156,0.957395303,0.041295319,0.29637588,0.70362412,0.948388081,0.048985341,0.971652409,0.026482635,0.970842346,0.027234664,0.961761804,0.035802488,0.94160183,0.055744247,0.958171453,0.039365869,0,1,0.955682925,0.041825752,0.951575976,0.045215422,0.949785292,0.048093957,0.964644637,0.035157077,38.13,4.76625,6.72942897,1.70152409
US1E 15m A,US1,"42.480538, -71.225783",Encroachment,15,0.220429665,0,15.84177604,0,652,4.37,19.44444444,1.5,6.5,0.479007634,0.322344322,0,1.009574468,0.035625,0,0.023725,4,0,0,0,0,0,5,1,1,0.472,4,14.05736035,244.8829574,258.9403178,0,5,258.9403178,16.32975181,8,NA,NA,3.802262905,0.8542667,0.083649229,0.077415551,0,0,0.18785275,0,0.66641395,0,0,0,0.222788174,0.101465323,0.74,0.74,0.041990567,1.998845138,0.333356439,0.900358006,0.096608858,0.879329075,0.100474045,0.913773844,0.080106498,0.312373737,0.432229804,0.948361553,0.404852161,0.421699941,0.86884003,0.465470786,0.458863913,0.540693168,0.380467279,0.234082604,0.495884546,213,4.615550947,52,2.117992524,0.860902709,0.536031861,0.561263735,3075388.169,3179162.09,0.414708112,64,0.260473588,0.078787879,0.175675676,0.798787951,18.5874958,10,1.396261378,6.19,0.41,0.04,1.57,0.58,0,19.15,2.16,0.27,8.97,5.39,0.9,4.71,0.3,5.91,0.311220871,0.090559127,0.380952381,0.194444444,1,0,0.300991254,0.129873664,0.118181818,0.406060606,0.419424134,0.136346293,0.205578231,0.085986395,0.08,0,0.37884048,0.200110316,0.42292116,0.096975545,0.357671958,0.287830688,0.359272221,0.284712998,0.433333333,0.133333333,0.361837418,0.279452754,28.27765611,4.788067158,0.013261867,1.990800414,0.692081608,25.57411414,18.75337102,10.85475002,32.13848463,7.16E-05,0.000716418,42.99402271,61.12823175,8.167641777,0.048040473,0.836354218,0.155657756,0.82037214,0.171394596,0.993901096,0.006098904,0.865483201,0.1266904,0.897010829,0.096951534,0.920166153,0.073555918,0.901188655,0.092671737,0.859993057,0.132816679,0.902383424,0.091475534,0,1,0.896653196,0.097064316,0.888232136,0.103262174,0.89454458,0.097191438,0.861282445,0.128464812,37.88,4.735,6.127976683,1.168791547
US1E 15m B,US1,"42.480538, -71.225783",Encroachment,15,0.002660162,0,24.94902652,0.044035656,643.9,3.62,19.44444444,1.5,6.5,0.490554156,0.524845488,0,1.009574468,0.035625,0,0.023725,2,0,1,0,0,0,5,2,0,0.644,3,14.05736035,244.8829574,258.9403178,0,5,258.9403178,16.32975181,8,0,0,3.802262905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4063648,NA,NA,NA,64,0.332129964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US1E 30m A,US1,"42.480538, -71.225783",Encroachment,30,0.019918331,0,NA,NA,NA,3.98,18.88888889,2.5,6.5,0.538033635,0.369364324,0,1.002475248,0.0519,0,0.0405,3,0,0,2,0,0,4,0,0,0.43,5,6.653472396,205.9616161,212.6150885,0,7,212.6150885,27.04153166,6,0.063142325,NA,6.511921527,0.757595628,0.138142077,0.100619308,0,0,0.020182149,0.009471767,0.728743169,0,0,0,0.230192981,0.112661835,0.54,0.51,0.175562586,1.147753561,0.137306024,0.640795567,0.355324059,0.850388444,0.142268071,0.734844105,0.25895563,0.274853801,0.434826958,0.596138434,0.527358834,0.57129326,0.477449909,0.452341015,0.458578292,0.571549548,0.361257227,0.229297288,0.482810846,454,5.328741647,109,3.08206386,0.870980221,0.656967664,-0.026771553,17946162.57,5679293.39,0.553588342,65,0.246296296,0.052631579,0.117647059,NA,NA,28,1.871171611,4.26,0.37,0.04,1.19,0.42,0,13.34,1.58,0.28,6.05,3.59,0.62,3.17,0.19,3.98,0.258131392,0.086567762,0.424297924,0.138888889,1,0,0.25468082,0.109857978,0.078947368,0.328947368,0.375912045,0.121952332,0.149703344,0.069058203,0.083333333,0,0.329496229,0.206126329,0.346386345,0.075940156,0.296511628,0.341261452,0.362628774,0.235025006,0.315789474,0.105263158,0.353198361,0.242292217,19.21866468,1.259616425,0.000496121,1.257932322,0.539642408,39.73175323,9.918694148,6.436366042,23.83515756,6.64E-05,0.000664437,30.27225448,61.90889564,4.209419737,0.067747552,0.709152113,0.287599565,0.637324934,0.358927646,0.874236607,0.125763393,0.777459408,0.218966794,0.731132164,0.264232137,0.818726332,0.177015128,0.783480493,0.211784394,0.73460373,0.261320611,0.800952236,0.19512935,0,1,0.791363897,0.204695075,0.744759333,0.248863804,0.737009819,0.257090408,0.556514199,0.441041278,26.45,3.30625,5.059349851,1.051955605
US1E 30m B,US1,"42.480538, -71.225783",Encroachment,30,0.029851697,0,NA,NA,NA,4.19,18.88888889,2.5,6.5,0.462256809,0.298601061,0,1.002475248,0.0519,0,0.0405,3,0,0,2,0,0,4,0,0,0.525,6,6.653472396,205.9616161,212.6150885,0,7,212.6150885,27.04153166,6,0,NA,6.511921527,0.678471748,0.190597283,0.147119023,0,0,0.046393351,0.089747566,0.53687279,0.000310116,0.006698505,0,0.269279765,0.107202352,0.48,0.45,0.364894583,1.736893012,0.219590566,0.719801877,0.270255409,0.861196263,0.118309129,0.71693069,0.254640357,0.35960961,0.126961484,0.600942753,0.103764808,0.252682503,0.452211127,0.460983178,0.46389025,0.56214274,0.353682835,0.215547934,0.470945615,277,4.930570484,103,2.946282077,0.876698993,0.635696733,0.545377039,377668.9906,2289737.065,0.133163803,65,0.299876084,0.117117117,0.222222222,NA,NA,23,1.435078165,4.49,0.38,0.05,1.25,0.4,0,15.09,1.69,0.21,6.81,4.12,0.65,3.74,0.24,4.63,0.40830129,0.083101251,0.502525253,0.113636364,1,0,0.335099111,0.105946685,0.175675676,0.414414414,0.470577226,0.105523887,0.279547082,0.061707841,0.157894737,0,0.430438114,0.198165814,0.529857272,0.061619862,0.416727717,0.333821734,0.454953636,0.228097984,0.541666667,0.083333333,0.45387807,0.234729007,28.28908533,2.065255884,0.002790704,1.874874478,0.700606546,56.69865778,14.68329981,10.40824245,31.84595375,0.000116936,0.001169359,42.2554825,89.1681451,8.130561493,0.046669556,0.703812601,0.277313099,0.540392125,0.440441825,0.956930126,0.043069874,0.741210048,0.238416493,0.776205619,0.203467366,0.82843606,0.153997926,0.760392725,0.216662348,0.697614554,0.275898431,0.796976465,0.185203412,0,1,0.783917617,0.197125111,0.748969318,0.222018914,0.714935052,0.259627019,0.614767116,0.38411455,29.11,3.63875,5.058827648,1.071666217
US1E 60m A,US1,"42.480538, -71.225783",Encroachment,60,NA,NA,NA,NA,974.1,5.05,18.88888889,2,4.5,0.652925532,0.508045977,0,0.981438515,0.038725,0,0.031725,1,0,0,2,0,0,5,0,0,0.529,3,44.08591924,274.8645656,316.6300058,2.32047907,7,318.9504848,6.118641258,6,0,0,3.399213325,0.749491142,0.10403317,0.08790049,0,0,0.275461741,0.363286845,0.104410102,0.005955522,0,0.000191088,0.271154347,0.087414227,0.47,0.46,0.110571521,4.330208159,0.284575642,0.812496382,0.169096092,0.816121637,0.066396586,0.912421186,0.063803129,0,0.361251413,0.646664154,0.30011308,0.342932529,0.389822842,0.522522366,0.529453661,0.614609572,0.387978807,0.225883784,0.489134022,430,5.430945136,106,2.973672529,0.895636133,0.63765656,0.081564625,452850.6892,1417150.095,0.305993215,63,0.222935044,0.148648649,0.173913043,1.294271946,26.67009926,29,1.775170146,4.24,0.34,0.03,1,0.37,0,11.86,1.29,0.2,5.58,3.51,0.6,2.94,0.19,3.73,0.424606976,0,0.444534632,0,1,0,0.397475369,0,0.297297297,0,0.516906206,0,0.286072324,0,0.4,0,0.476684795,0,0.552156988,0,0.504227053,0,0.525966227,0,0.526315789,0,0.523145881,0,33.69291843,12.84344162,0.018374028,2.276242826,0.803751643,29.01341179,21.37288073,10.6688588,36.16023281,0.000114322,0.001143222,46.83034916,67.83111153,6.058221618,0.073645236,0.822841757,0.148234355,0.745270631,0.222647567,0.905145464,0.00604928,0.844000061,0.120807302,0.821221435,0.143674191,0.875267313,0.093302137,0.870173894,0.099786575,0.847925277,0.121457249,0.871105128,0.097461712,0,1,0.867609259,0.101080616,0.843411364,0.117203131,0.895290178,0.078625897,0.910461125,0.085000451,24.06,3.0075,5.764508943,0
US1E 60m B,US1,"42.480538, -71.225783",Encroachment,60,0.077588091,0,16.57184676,0,1203,4.75,18.88888889,2,4.5,0.695708713,0.749145299,0,0.981438515,0.038725,0,0.031725,3,0,0,2,0,0,4,0,0,0.676,5,44.08591924,274.8645656,316.6300058,2.32047907,7,318.9504848,6.118641258,6,0.731439112,-0.027090337,3.399213325,0.644700771,0.187865308,0.174571975,0,0,0.151037087,0.404282832,0.089380851,0,0,5.08E-05,0.248305106,0.144351624,0.58,0.42,0.083395549,1.796519135,0.254142702,0.352992837,0.623131406,0.772105058,0.114087622,0.657823131,0.288578609,0.154700855,0.185744582,0.490508457,0.132054001,0.256969948,0.176330626,0.467079704,0.482441663,0.607241703,0.332833964,0.292232689,0.433410355,381,5.30259156,134,2.926176349,0.892271676,0.597442233,-0.798073689,NA,4924671.023,0.139916205,63,0.353007946,0.122222222,0.085365854,2.034728527,40.81121445,33,1.513831905,4.56,0.38,0.03,1.05,0.45,0,12.32,1.29,0.19,6.05,3.69,0.65,3.16,0.2,4.01,0.332339838,0.079855364,0.404761905,0.045454545,1,0,0.279651675,0.162257496,0.244444444,0.155555556,0.463483056,0.092515742,0.272108844,0.059863946,0.368421053,0.052631579,0.399754102,0.112655205,0.487996887,0.060282047,0.439814815,0.055555556,0.389884281,0.183680995,0.5,0.05,0.399880716,0.163755714,16.99445519,3.354330725,0.005616381,1.285513797,0.496503042,15.68698699,10.1807034,5.35740304,19.42766862,0.00010388,0.001038802,24.78621434,38.34438272,3.576719461,0.063248917,0.43761304,0.520895948,0.344557985,0.618811505,0.980490378,0.019509622,0.524381934,0.429541841,0.430146415,0.513160984,0.58694351,0.361584761,0.5850669,0.364704816,0.534076997,0.417147913,0.55773689,0.392645333,0,1,0.55364386,0.396885215,0.494286794,0.431976244,0.588434315,0.349403923,0.568583781,0.425191902,25.58,3.1975,3.170922515,0.67960295
US1H 0m A,US1,"42.487203, -71.228887",Hardwood,0,0.020881121,0.001478245,0,NA,404.1,6.85,23.33333333,0.5,4,0.224296675,0.072205737,0,0.97979798,0.03705,0,0.021825,0,3,0,0,0,0,3,2,1,1.111,3,40.28609497,125.6631726,165.9492676,0,4,165.9492676,3.067937831,2,0,0.011817108,0.432185694,0.655361281,0.260374974,0.044133137,0,0,0.550452918,0.020539288,0.008847693,0.083315778,0,NA,NA,NA,NA,NA,0.010806488,3.279004937,0.271187778,0.859645607,0.096258713,0.914886513,0.069895317,0.956510368,0.034324817,NA,0.602380451,0.736781125,0.56614704,0.595323362,0.623130398,NA,NA,NA,NA,NA,NA,NA,NA,97,2.300106001,NA,0.502787173,3.944834292,NA,NA,0.57288814,68,0.065437788,NA,NA,0.322760969,6.762163162,11,1.048393277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.28384722,12.41953151,0.036904051,2.017897282,0.519727258,23.32122495,18.88795285,9.566805942,34.16546656,8.74E-05,0.000874202,43.73323412,60.85083588,5.047318405,0.099873069,0.910016836,0.070059652,0.785150727,0.165488428,0.990347001,0.009652999,0.912249688,0.068486032,0.900520236,0.075740294,0.915387588,0.065089565,0.928317169,0.055316826,0.91359761,0.069729621,0.925294485,0.05769593,0,1,0.923335957,0.05971068,0.890703785,0.083333687,0.920742305,0.061835403,0.955919278,0.03175283,NA,NA,6.173674467,NA
US1H 0m B,US1,"42.487203, -71.228887",Hardwood,0,0.00554684,0,0,2.101406059,527.1,6.07,23.33333333,0.5,4,0.349681529,0.164936337,0,0.97979798,0.03705,0,0.021825,0,3,0,0,0,0,3,1,0,0.956,3,40.28609497,125.6631726,165.9492676,0,4,165.9492676,3.067937831,2,0,0,0.432185694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015507586,0.360647107,0.069544824,0.33,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016666667,NA,NA,NA,NA,NA,0.460537022,0.70222084,0.744914565,0.307519265,0.291676638,0.566385871,576,5.707445984,NA,NA,0.897946713,NA,2.773746804,182504.2354,85932.23743,NA,68,0.134243458,0.316666667,0.727272727,0.64642036,13.0528574,NA,NA,4.75,0.46,0.13,1.13,0.3,0,14.14,1.11,0.2,6.28,3.62,0.49,3.53,0.2,4.22,0.654345545,0.0126591,0.673752834,0.010204082,0.923076923,0,0.525421601,0.004807692,0.633333333,0.033333333,0.741727696,0.024672407,0.540019763,0.037977602,0.9375,0,0.698059661,0.021854104,0.733798642,0.034171224,0.483333333,0.008333333,0.686823367,0.083803991,0.7,0.05,0.659210143,0.07222859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.59,3.44875,NA,0.106281509
US1H 15m A,US1,"42.487203, -71.228887",Hardwood,15,0.203088543,0,13.80330232,0.074418262,654.8,5.23,19.44444444,1,20,0.831061599,0.868890613,0.000862069,1.023275862,0.03855,2.50E-05,0.029675,3,0,4,4,0,1,2,0,0,0.871,11,342.1648248,0,342.1648248,0,8,342.1648248,0.002914052,0,0,0,5.025979702,0.003028721,0.369295039,0.284804178,0.01075718,0.02381201,0,0.00156658,0.010234987,0,0,0.009372373,0.290147881,0.063034769,0.46,0.33,0.026121048,0.92410661,0.100434749,0.015507565,0.46141824,0,0.917024151,0.008608212,0.718834327,0,0.253263708,0.381201044,0.005117493,0.143394256,0.20689295,0.466788664,0.603318661,0.635046244,0.339062268,0.282209803,0.554874128,529,5.749041239,182,3.780110933,0.916767955,0.726384719,-2.428847254,1270712.064,272639.1996,0.099634465,61,0.65192926,0.166666667,0.151515152,2.189404964,46.63945389,4,0.022365489,4.03,0.28,0.04,0.78,0.36,0,9.45,0.94,0.18,4.86,2.98,0.59,2.44,0.16,3.19,0.525163714,0,0.514285714,0,1,0,0.420332356,0,0.333333333,0,0.63686775,0,0.440079365,0,0.705882353,0,0.556966077,0,0.607231232,0,0.574275362,0,0.676476572,0,0.625,0,0.662153364,0,7.120546769,1.336640242,0.000583298,0.592951229,0.20279546,6.448691073,4.751423761,2.523792337,8.870526632,4.49E-05,0.00051471,11.39487862,15.62487251,1.687782834,0.023134907,0.011428481,0.696156113,0.009351949,0.695937333,0,1,0.012842862,0.67737697,0.013936442,0.608605148,0.01510763,0.572282796,0.012590427,0.604663681,0.010674981,0.695388308,0.014218182,0.650570986,0,0.800711532,0.013599949,0.658389517,0.011627236,0.618366526,0.009225647,0.699256474,0.004552295,0.75338514,20.4,2.55,0.089802165,0
US1H 15m B,US1,"42.487203, -71.228887",Hardwood,15,0.069476864,0,27.95937544,1.94477995,767.2,4.85,19.44444444,1,20,0.796219035,0.854766475,0.000862069,1.023275862,0.03855,2.50E-05,0.029675,3,0,3,2,0,3,3,0,0,0.913,8,342.1648248,0,342.1648248,0,8,342.1648248,0.002914052,0,0,0,5.025979702,0.001794067,0.476837317,0.377202537,0.046197219,0.002755174,0.001089255,0,0.009034408,0,0,0,0.295210437,0.07377956,0.64,0.49,0.019222918,1.17916985,0.100527699,0.005268512,0.785946836,0.0113843,0.950982302,0.010969905,0.90813992,0,0.281476261,0.587428718,0.008009227,0.314666496,0.19324662,0.541349744,0.598003964,0.626146683,0.415064767,0.248259807,0.553150786,431,5.487696218,246,4.358531668,0.904648604,0.79169286,-2.512006658,6840985.869,764856.6025,0.135836484,61,0.603192702,0.14,0.163265306,NA,NA,4,0.012656005,5.41,0.35,0.03,1.05,0.5,0,12.63,1.23,0.25,6.49,3.89,0.81,3.12,0.2,4.13,0.491925256,0,0.587037037,0,1,0,0.407187689,0,0.28,0,0.633855397,0,0.37458493,0,0.708333333,0,0.550732472,0,0.551918914,0,0.54978355,0,0.634193295,0,0.55,0,0.620696394,0,7.61232544,1.088814504,7.27E-05,0.69117695,0.227484863,7.122392083,4.751514561,2.816738667,9.975805419,0.000188847,0.00121454,12.79394747,17.80577695,1.968071806,0.021232425,0.005408845,0.895692019,0.002867387,0.896819096,0.106182743,0.446343836,0.008424435,0.877202657,0.007848729,0.853786708,0.007891236,0.846846366,0.008649999,0.85713173,0.007230358,0.894523081,0.008217667,0.867610101,0,1,0.008038059,0.872494067,0.005517561,0.879245424,0.008291811,0.895978548,0.005962336,0.916183855,27.32,3.415,0.043226705,0
