ID,Site,Transect_coordinates,Forest_type,Distance,NH4_conc,NO3_conc,Ammonification,Nitrification,P,pH,soil_temp,litter_depth,O_depth,soil_moisture,SOM,prop_pine_litter,prop_hw_litter,total_floor_litter,pine_floor_litter,hw_floor_litter,Broad_leaf_herbs,Grassy_herbs,Ferns,Shrubs,Vines,Moss,Leaf_litter,Bare_soil,Rock,Max_height,All_plants,AM_basal,ECM_basal,hw_basal,pine_basal,num_stems,total_basal,ECM.AM,no_pine_saplings,PO4,PO4_release,root_density,ECM_abundance,SAP_abundance,soilSAP_abundance,AM_abundance,root_endophyte_abundance,contact_expl,short_dist_expl,med_dist_expl,long_dist_expl,mat_expl,Nitrifier_abundance,Copiotroph_abundance,Oligotroph_abundance,chitinase_ECbac_abund,denitrification_ECbac_abund,PO4uptake_ECfun_abund,denitrification_ECfun_abund,NH4uptake_ECfun_abund,ECM_chitinase_ECfun,SAP_chitinase_ECfun,ECM_PO4uptake_ECfun,SAP_PO4uptake_ECfun,ECM_NH4uptake_ECfun,SAP_NH4uptake_ECfun,Oligotroph_chitinase_ECbac,fun_amm_neg_module_abundance,fun_nitr_pos_module_abundance,fun_nitr_neg_module_abundance,fun_pmin_pos_module_abundance,fun_pmin_neg_module_abundance,bac_amm_pos_module_abundance,bac_amm_neg_module_abundance,bac_nitr_pos_module_abundance,bac_nitr_neg_module_abundance,bac_pmin_pos_module_abundance,bac_pmin_neg_module_abundance,bac_richness,bac_shannon,fun_richness,fun_shannon,bac_evenness,fun_evenness,edaphic_PC1,bac_copy_number,ITS_copy_number,fun_amm_pos_module_abundance,soil_temp2022,soil_moisture2022,Copiotroph_chitinase_ECbac,Copios_denitrification_ECbac,soil_percN,soil_percC,EMF_richness,EMF_Shannon,amidine.hydro_ECbac_abund,amino.hydro_ECbac_abund,DMhydrolase_ECbac_abund,glycosidaseN_ECbac_abund,glycosidaseOS_ECbac_abund,CPhydrolase_ECbac_abund,Noxidoreductase_ECbac_abund,Poxidoreductase_ECbac_abund,amine.oxidase_ECbac_abund,peptidase_broad_ECbac_abund,phosphatase_ECbac_abund,PDhydrolase_ECbac_abund,PMhydrolase_ECbac_abund,TMhydrolase_ECbac_abund,Phydrolase_ECbac_abund,Copiotroph_amidine.hydro_ECbac,Oligotroph_amidine.hydro_ECbac,Copiotroph_amino.hydro_ECbac,Oligotroph_amino.hydro_ECbac,Copiotroph_DMhydrolase_ECbac,Oligotroph_DMhydrolase_ECbac,Copiotroph_glycosidaseN_ECbac,Oligotroph_glycosidaseN_ECbac,Copiotroph_glycosidaseOS_ECbac,Oligotroph_glycosidaseOS_ECbac,Copiotroph_Noxidoreductase_ECbac,Oligotroph_Noxidoreductase_ECbac,Copiotroph_Poxidoreductase_ECbac,Oligotroph_Poxidoreductase_ECbac,Copiotroph_amine.oxidase_ECbac,Oligotroph_amine.oxidase_ECbac,Copiotroph_peptidase_broad_ECbac,Oligotroph_peptidase_broad_ECbac,Copiotroph_phosphatase_ECbac,Oligotroph_phosphatase_ECbac,Copiotroph_PDhydrolase_ECbac,Oligotroph_PDhydrolase_ECbac,Copiotroph_PMhydrolase_ECbac,Oligotroph_PMhydrolase_ECbac,Copiotroph_TMhydrolase_ECbac,Oligotroph_TMhydrolase_ECbac,Copiotroph_Phydrolase_ECbac,Oligotroph_Phydrolase_ECbac,amidine.hydro_ECfun_abund,amino.hydro_ECfun_abund,DMhydrolase_ECfun_abund,glycosidaseN_ECfun_abund,glycosidaseOS_ECfun_abund,peptidase_broad_ECfun_abund,phosphatase_ECfun_abund,PDhydrolase_ECfun_abund,PMhydrolase_ECfun_abund,PThydrolase_ECfun_abund,TMhydrolase_ECfun_abund,Phydrolase_ECfun_abund,Noxidoreductase_ECfun_abund,Poxidoreductase_ECfun_abund,amine.oxidase_ECfun_abund,ECM_amidine.hydro_ECfun,SAP_amidine.hydro_ECfun,ECM_amino.hydro_ECfun,SAP_amino.hydro_ECfun,ECM_DMhydrolase_ECfun,SAP_DMhydrolase_ECfun,ECM_glycosidaseN_ECfun,SAP_glycosidaseN_ECfun,ECM_glycosidaseOS_ECfun,SAP_glycosidaseOS_ECfun,ECM_peptidase_broad_ECfun,SAP_peptidase_ECfun_broad,ECM_phosphatase_ECfun,SAP_phosphatase_ECfun,ECM_PDhydrolase_ECfun,SAP_PDhydrolase_ECfun,ECM_PMhydrolase_ECfun,SAP_PMhydrolase_ECfun,ECM_TMhydrolase_ECfun,SAP_TMhydrolase_ECfun,ECM_Phydrolase_ECfun,SAP_Phydrolase_ECfun,ECM_Noxidoreductase_ECfun,SAP_Noxidoreductase_ECfun,ECM_Poxidoreductase_ECfun,SAP_Poxidoreductase_ECfun,ECM_amine.oxidase_ECfun,SAP_amine.oxidase_ECfun,all_Ndecomp_ECbac_sum,all_Ndecomp_ECbac_avg,all_ECM_Ndecomp_ECfun,all_oligo_Ndecomp_ECbac
US2H 15m A,US2,"42.436986, -71.181913",Hardwood,15,NA,NA,51.46213565,NA,604.5,4.21,21.66666667,2.6,6,0.367365662,0.272011601,0,0.997327224,0.07655,0,0.0653,4,0,0,0,0,0,4,0,0,0.451,4,0,271.3989667,271.3989667,0,13,271.3989667,272.3989667,1,2.542578547,-0.07345247,3.904239305,0.847793714,0.089583823,0.076730151,0,0,0.400423231,0.385531781,0.058390156,0.003448546,0,8.90E-05,0.298049544,0.066984624,0.53,0.55,0.052580703,6.341210614,0.212396268,0.886850737,0.105812303,0.908988218,0.08132642,0.933379726,0.06074309,0,0.472294067,0.541186613,0.425660318,0.474488596,0.44744886,0.55555951,0.57054385,0.642813924,0.453498719,0.223643935,0.553922267,443,5.392794561,93,2.085781207,0.88499759,0.460173287,1.082077729,15418148.96,5604976.134,0.445097578,66,0.237467018,0.103174603,0.2,1.640270114,33.80094528,23,1.253570548,5.17,0.4,0.07,1.23,0.43,0,15.4,1.57,0.28,7.09,4.33,0.68,3.68,0.22,4.58,0.46111333,0,0.42002442,0,0.857142857,0,0.333333333,0,0.154761905,0,0.526462309,0,0.278101811,0,0.326666667,0,0.488099567,0,0.439458747,0,0.534188034,0,0.53395373,0,0.545454545,0,0.534441879,0,42.45090531,22.02488928,0.026574271,2.688208313,0.796935482,39.39856924,28.90220215,11.52545304,42.67389729,0.00015901,0.0015901,54.20109945,83.50230575,6.026863619,0.0847619,0.850011983,0.137153147,0.786608007,0.196661644,0.993613835,0.006386165,0.887104437,0.102045842,0.873382486,0.11366791,0.927547806,0.06339253,0.923867713,0.068585813,0.890911353,0.100298366,0.90839288,0.082673058,0,1,0.905554123,0.085535203,0.892302906,0.095344492,0.926169259,0.065587352,0.915848268,0.074910772,30.53,3.81625,6.103808362,0
US2H 15m B,US2,"42.436986, -71.181913",Hardwood,15,0.015289144,0,12.07078563,0.051057633,607.9,4.38,21.66666667,2.6,6,0.37526178,0.260632726,0,0.997327224,0.07655,0,0.0653,4,0,2,0,0,0,4,0,0,0.312,6,0,271.3989667,271.3989667,0,13,271.3989667,272.3989667,1,3.162721046,-0.082005251,3.904239305,0.702351834,0.18607714,0.141674506,0,0,0.375070555,0.014957667,0.312041392,0.000376294,0,0.00100567,0.291344817,0.097528619,0.36,0.41,0.055137811,3.034867538,0.27259791,0.528591292,0.430310463,0.755712325,0.206595658,0.825942294,0.152382472,0.010752688,0.746566322,0.860630292,0.685559737,0.781608655,0.725352775,0.523890018,0.555044399,0.628287151,0.395763347,0.243586177,0.524232374,443,5.440574379,179,3.094744213,0.892838613,0.596590331,1.186677602,8555913.404,2956796.131,0.72088429,66,0.149054505,0.129032258,0.219512195,0.67375654,15.22305965,31,1.474871527,4.12,0.38,0.07,1.04,0.32,0,13.28,1.4,0.24,5.82,3.68,0.51,3.23,0.2,3.94,0.50142039,0.012490882,0.424118738,0.014285714,0.857142857,0,0.34605804,0.004608295,0.193548387,0.016129032,0.50962038,0.029687533,0.291870862,0.028032216,0.357142857,0,0.494630531,0.023139794,0.460070877,0.031665258,0.585769981,0.00877193,0.488548996,0.134029775,0.55,0.05,0.50162729,0.117000022,24.21042371,9.125603235,0.024754633,1.958154845,0.595825954,21.00543256,15.80312927,7.92953542,30.04941671,0.000232306,0.002323056,37.98150749,52.13933821,5.015600793,0.118984318,0.595973849,0.35839964,0.459166547,0.489101761,0.988070151,0.011929849,0.669300847,0.284500045,0.640631552,0.311796491,0.697515499,0.256515958,0.730041759,0.2341983,0.675299389,0.288123776,0.69038239,0.268558681,0,1,0.687651593,0.272091404,0.613027348,0.329391319,0.726900395,0.234218811,0.752254358,0.216316085,25.56,3.195,4.204206934,0.110549322
US2H 30m A,US2,"42.436986, -71.181913",Hardwood,30,0,0,NA,NA,NA,4.04,21.11111111,2.5,6,0.388407643,0.291605915,0,0.997855611,0.040375,0,0.0349,3,0,1,2,0,0,4,0,0,1.162,6,0,158.8987036,158.8987036,0,11,158.8987036,159.8987036,0,0.388358606,NA,3.141844316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.836893817,NA,NA,NA,65,0.181318681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US2H 30m B,US2,"42.436986, -71.181913",Hardwood,30,0.132570827,0,NA,NA,NA,3.72,21.11111111,2.5,6,0.594364351,0.710177706,0,0.997855611,0.040375,0,0.0349,3,0,0,3,0,0,5,2,0,0.776,6,0,158.8987036,158.8987036,0,11,158.8987036,159.8987036,0,2.204196754,NA,3.141844316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.259471564,0.171599512,0.8,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.528243021,NA,NA,NA,NA,NA,0.532730585,0.545983255,0.619716898,0.401641125,0.233116634,0.529388171,470,5.474312272,NA,NA,0.889736731,NA,-1.052216798,24980382.3,7044014.63,NA,65,0.208879919,0.057471264,0.188679245,NA,NA,NA,NA,5.74,0.46,0.03,1.53,0.65,0.01,16.95,1.99,0.23,8.29,4.62,1.02,4.47,0.26,5.75,0.409741699,0.159552985,0.40952381,0.208163265,1,0,0.297319169,0.208740018,0.086206897,0.592364532,0.429914524,0.171681831,0.181341652,0.183232312,0.142857143,0,0.279182913,0.296137024,0.407746893,0.16256008,0.458982202,0.348720801,0.338262755,0.344531849,0.346153846,0.269230769,0.355790215,0.342440946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.65,4.33125,NA,1.761220342
US2H 60m A,US2,"42.436986, -71.181913",Hardwood,60,0,0,18.15784727,0.154158496,715.5,3.93,22.77777778,3.5,10,0.487862797,0.507212777,0,0.993404072,0.108375,0,0.0866,2,0,0,3,0,0,5,2,0,0.503,5,11.67719817,350.1313255,361.8085237,0,15,361.8085237,27.69786515,0,0,NA,4.579225951,0.554920491,0.162412993,0.145549205,0,0.000339539,0.21690906,0.00554581,0.332918341,0,0,0,0.272949489,0.097007868,0.81,0.82,0.076189286,2.077406486,0.227234548,0.693776612,0.265721706,0.676891178,0.296930309,0.793113838,0.185588593,0.149206349,0.468224775,0.602286232,0.470092242,0.60341803,0.500820553,0.483201599,0.503274038,0.643299374,0.397808982,0.185469338,0.586811069,418,5.225235974,100,3.168445444,0.86575297,0.688019186,-0.338411998,10380320.1,8086236.932,0.528323241,65,0.269005848,0.079365079,0.109756098,1.30760932,29.01802254,24,1.599908729,6.07,0.4,0.03,1.91,0.66,0,19.51,2.59,0.34,9.14,5.71,1.04,4.94,0.29,6.27,0.378504601,0.031538237,0.533564815,0.051851852,1,0,0.385848277,0.032684617,0.119047619,0.19047619,0.449686456,0.083195624,0.196372596,0.020630776,0.1,0,0.491686308,0.104137857,0.391636759,0.025085108,0.59672619,0.15922619,0.446834435,0.167078029,0.344827586,0.034482759,0.463991682,0.161422766,20.83230707,5.48374029,0.013445181,1.674268591,0.575108817,20.95568767,12.85721581,7.336258628,27.16107082,5.39E-05,0.00053926,34.49792263,47.17727443,4.678121295,0.103958909,0.646812917,0.30641378,0.587572608,0.363725095,0.995710335,0.004289665,0.716208122,0.242883379,0.704677328,0.245753474,0.769176898,0.185224929,0.780888011,0.185968136,0.723743729,0.242778037,0.754790751,0.210300005,0,1,0.749668781,0.215658057,0.690284729,0.25894352,0.723348072,0.237999276,0.6281982,0.31892803,38.84,4.855,4.808509214,0.488711271
US2H 60m B,US2,"42.436986, -71.181913",Hardwood,60,0.062036252,0,42.30913696,0.122377089,709.8,4.05,22.77777778,3.5,10,0.459580052,0.438805245,0,0.993404072,0.108375,0,0.0866,2,0,0,1,0,0,5,0,0,0.698,5,11.67719817,350.1313255,361.8085237,0,15,361.8085237,27.69786515,0,0,NA,4.579225951,0.533855648,0.265943012,0.182124568,0,0.002319779,0.082155206,0.051385302,0.399483521,0.000612772,0.000218847,0,0.25758639,0.100372142,0.76,0.55,0.084100334,2.054614278,0.271846615,0.455253374,0.530581652,0.336146345,0.654718424,0.483121561,0.508062931,0.306896552,0.337068324,0.594038605,0.356764564,0.703856086,0.433185976,0.521212121,0.533907496,0.601956406,0.394534822,0.193046252,0.516023392,387,5.366277163,151,3.858875746,0.90062012,0.769117106,-0.006254011,5552440.752,2884295.78,0.471265374,65,0.304347826,0.057471264,0.092592593,1.134595871,23.77337837,28,1.766582385,5.49,0.37,0.03,1.49,0.61,0.01,15.89,1.86,0.2,7.85,4.77,0.94,4.23,0.26,5.43,0.402341689,0.067303042,0.517857143,0.119047619,1,0,0.260238569,0.098131603,0.086206897,0.393678161,0.458262863,0.1172547,0.212889751,0.080049824,0.166666667,0,0.329520149,0.203760256,0.471170325,0.073999233,0.542585784,0.191584967,0.367302006,0.243876364,0.384615385,0.115384615,0.392960881,0.231817173,20.67818884,2.241926457,0.00048505,1.651650288,0.707517855,23.44137612,11.7521714,7.280701137,28.87292055,7.44E-05,0.000744483,36.15444062,52.28272999,4.414140629,0.131144364,0.45590925,0.53377115,0.489314341,0.502063254,0.557788951,0.442211049,0.554729105,0.434900082,0.361804399,0.621842766,0.583827075,0.403576018,0.605428128,0.384789087,0.539316066,0.452246575,0.577369689,0.412741028,0,1,0.570674471,0.419691467,0.45634729,0.531117959,0.480428995,0.508844277,0.25869754,0.728085172,32.66,4.0825,3.357184834,1.016679486
US2M 0m A,US2,"42.436618, -71.18818",Mixed,0,0.034705576,0,NA,3.946188823,737.7,5.84,23.33333333,2,12,0.410849673,0.282893277,0.566110398,0.409927257,0.135925,0.033075,0.02395,3,0,0,0,0,0,5,2,0,0.542,3,0,248.8196549,248.8196549,0,6,248.8196549,249.8196549,0,NA,NA,1.568494148,0.505326744,0.19055464,0.141790225,0.00461285,0,0.043492586,0.056781988,0.353981329,0.056123009,0.000988468,0.020361502,0.427483527,0.053829259,0.29,0.22,0.063484969,2.757363392,0.115013745,0.316221236,0.656983994,0.541865333,0.418580726,0.649664389,0.330511386,0,0.461724327,0.716749039,0.121471719,0.443163097,0.536628226,0.407482087,0.709952112,0.75976668,0.314442084,0.226388939,0.625355561,700,5.966925855,168,3.939671563,0.910830817,0.76887183,1.52728396,25388919.94,1096301.698,0.156177924,68,0.465314835,0.365384615,0.30952381,0.725031316,16.10124969,26,1.579099056,3.71,0.34,0.11,0.83,0.26,0,10.96,0.78,0.18,4.92,2.8,0.44,2.71,0.15,3.3,0.699528019,0,0.589153439,0,1,0,0.622826214,0,0.730769231,0,0.773415743,0,0.648366013,0,0.857142857,0,0.721297747,0,0.755435596,0,0.788170163,0,0.729911437,0,0.8,0,0.741138232,0,10.76611016,1.785557331,0.002903454,0.776321771,0.326796235,11.55818469,6.428193824,3.634279807,12.66651544,0.015366292,0.031857957,16.34801949,26.55166453,2.21329909,0.033946881,0.47102894,0.496390046,0.368362816,0.594797285,0.943255291,0.056744709,0.55624785,0.417423613,0.455846006,0.509764992,0.548247862,0.417860525,0.591962819,0.385312524,0.550576554,0.428290568,0.561404892,0.412695761,0.98723039,0.01276961,0.561725036,0.413437127,0.524829857,0.444434938,0.502520209,0.465920871,0.771136121,0.204144654,21.49,2.68625,3.240784567,0
US2M 0m B,US2,"42.436618, -71.18818",Mixed,0,0.099380014,0,42.97823462,4.565272125,848.8,4.45,23.33333333,2,12,0.644459103,0.771428571,0.566110398,0.409927257,0.135925,0.033075,0.02395,3,0,0,2,0,0,5,0,0,0.174,5,0,248.8196549,248.8196549,0,6,248.8196549,249.8196549,0,0.545075385,-0.020187977,1.568494148,0.705455801,0.20441989,0.152451657,0,0.001151013,0.522156998,0.008229742,0.154926335,0.020660681,0,0.007672503,0.381874356,0.097579815,0.54,0.36,0.058033122,3.947683473,0.326107764,0.730853723,0.246237062,0.904520738,0.08375726,0.926761635,0.065123118,0.223809524,0.560600829,0.679788214,0.659415285,0.707297422,0.621086556,0.497116375,0.664031926,0.767533471,0.353372812,0.280072091,0.585324408,487,5.589301853,156,2.693056321,0.90320997,0.533293685,-1.304931905,20865319.37,3911402.731,0.680191068,68,0.311838306,0.134920635,0.2,1.494280815,41.29101944,18,1.172707414,4.95,0.39,0.09,1.24,0.46,0,15.17,1.34,0.24,7.27,4.02,0.79,4.07,0.2,5.06,0.476534772,0.040732587,0.585884354,0.091836735,0.888888889,0,0.41181224,0.065448179,0.134920635,0.19047619,0.492771237,0.052511525,0.351716379,0.043063841,0.595238095,0,0.357451359,0.10646206,0.584184569,0.030773333,0.364444444,0.085555556,0.49908659,0.066403728,0.7,0.05,0.487443308,0.068479713,33.65652489,12.59375032,0.034318144,2.609198447,0.825703404,32.28518202,22.0968051,10.97887219,42.57260808,4.13E-05,0.001261754,53.5527833,73.21381393,6.558307119,0.166595176,0.807339744,0.169015136,0.764716306,0.210715801,0.998708879,0.001291121,0.854580857,0.12885108,0.805513427,0.170180274,0.854440916,0.126120448,0.869755325,0.115146843,0.850030869,0.133182446,0.862938648,0.119937573,0,1,0.860695307,0.122239341,0.802492654,0.171966274,0.867978004,0.115356968,0.892958002,0.091817505,30.26,3.7825,5.619937627,0.628587725
US2M 15m A,US2,"42.436618, -71.18818",Mixed,15,0.098481806,0.000624257,30.43204958,0.489904894,718.9,3.58,21.11111111,2.3,7.5,0.526109661,0.615151515,0.559161258,0.399400899,0.09185,0.028,0.02,2,0,0,0,0,0,5,0,0,0.045,2,0,240.041464,116.1226296,123.9188345,5,240.041464,241.041464,3,0,0,1.888991405,0.875441364,0.064082338,0.051761701,0,0,0.80677635,0.002479153,0.053714973,0.012170385,0.000300503,0,0.232459612,0.111164864,0.65,0.52,0.057293041,4.701039524,0.600337188,0.901496658,0.080540009,0.94706709,0.038541448,0.959836927,0.03152453,0.256838906,0.596348884,0.923296522,0.55638194,0.856735031,0.614980092,0.536766646,0.544301756,0.631497933,0.420925323,0.235670097,0.520421028,454,5.413881313,73,1.839586591,0.884896257,0.428762145,-0.794593876,26682556.78,3837017.549,0.573360379,64,0.29685681,0.04964539,0.134615385,1.469655514,34.04838943,16,1.155659302,5.36,0.38,0.04,1.26,0.51,0,14.6,1.62,0.27,7,4.14,0.76,3.62,0.23,4.61,0.293242011,0.069388431,0.338435374,0.128571429,0.5,0,0.271052632,0.109022556,0.074468085,0.313829787,0.370403435,0.096565686,0.133611111,0.057777778,0.065217391,0,0.334469819,0.17796704,0.301763361,0.057652039,0.308641975,0.291547958,0.334119733,0.180733446,0.304347826,0.086956522,0.330034919,0.189912931,37.66067033,13.993567,0.036360271,2.815744068,0.842286776,33.7806268,28.28714159,12.28782573,45.37303794,0.000162423,0.001624231,57.66265033,78.27582169,7.637750366,0.107219719,0.901836966,0.079888494,0.856473536,0.114572706,0.992365887,0.007634113,0.924742378,0.059141966,0.914182076,0.065340114,0.936892873,0.04754839,0.945506564,0.042815519,0.922390066,0.065899295,0.931605832,0.05399992,0,1,0.929897564,0.05619883,0.909065674,0.068690035,0.9181922,0.066862092,0.937570091,0.047854947,30.03,3.75375,6.344690161,0.929983121
US2M 15m B,US2,"42.436618, -71.18818",Mixed,15,NA,NA,NA,NA,948.6,3.81,21.11111111,2.3,7.5,0.489540816,0.527736132,0.559161258,0.399400899,0.09185,0.028,0.02,3,0,0,0,0,0,5,0,0,0.099,3,0,240.041464,116.1226296,123.9188345,5,240.041464,241.041464,3,0,0,1.888991405,0.829739084,0.095269791,0.068290735,0,0,0.689252751,0.036519347,0.046104011,0.058306709,0,0,0.224505639,0.153516055,0.85,0.56,0.041792698,4.132600538,0.655949719,0.772450548,0.167905318,0.904111679,0.075230305,0.907146738,0.067387688,0.45994152,0.407126376,0.827431665,0.358448704,0.812610934,0.371228257,0.510663533,0.516830915,0.588510556,0.380242814,0.222931447,0.498867876,399,5.373463099,100,2.742447469,0.897227871,0.595514901,-0.31933566,12667821.55,2812738.485,0.38272098,64,0.214884696,0.038888889,0.107142857,1.245069981,29.22334099,22,1.829258558,6.13,0.5,0.04,1.42,0.66,0,16,1.83,0.25,8.26,4.61,0.99,4.26,0.25,5.5,0.243316553,0.164151167,0.27014652,0.217948718,0.75,0,0.242767168,0.21677803,0.058333333,0.558333333,0.337001161,0.199206076,0.139867346,0.195411366,0.086956522,0,0.255681438,0.310865032,0.267954971,0.1680416,0.237879708,0.436680098,0.282739544,0.365775088,0.28,0.28,0.277653653,0.370476567,33.58254489,10.01852119,0.021292714,2.423776167,0.822192279,30.89831616,25.78899051,10.55687846,40.41680958,0.000146859,0.001468594,50.9753035,71.30963175,6.367379487,0.093672971,0.797619042,0.142444171,0.73328274,0.184758117,0.992761405,0.007238595,0.852896153,0.100936833,0.796087342,0.135439101,0.877372823,0.076674031,0.898404068,0.070971477,0.869902113,0.097288854,0.866376275,0.092851253,0,1,0.867028662,0.093726028,0.826471165,0.116428458,0.843071746,0.112208165,0.820761327,0.107237836,34.07,4.25875,5.656179813,1.7733994
US2M 30m A,US2,"42.436618, -71.18818",Mixed,30,0.098350906,0,NA,NA,NA,3.52,21.11111111,2.7,13,0.521279373,0.673029725,0.929456297,0.089125946,0.162975,0.067525,0.006475,2,0,0,0,0,0,5,0,0,0.081,2,0,356.780819,99.2179873,257.5628317,7,356.780819,357.780819,2,0,NA,0.95663575,0.824907595,0.097472279,0.086860618,0,0.000953857,0.201383093,0.003219268,0.505246214,0.003159652,0.111899368,0,0.242411241,0.138719909,0.6,0.5,0.051285729,1.803832375,0.376358396,0.781509744,0.2064944,0.776208565,0.185205367,0.790772054,0.185961957,0.591378905,0.349707881,0.714558245,0.369619649,0.609395493,0.452009062,0.492529995,0.507929698,0.633180613,0.410076462,0.239699055,0.526792418,479,5.436608467,99,3.126280245,0.880893099,0.680347923,-1.362960274,15045323.21,13060540.56,0.396864195,65,0.411937378,0.03875969,0.040816327,NA,NA,31,2.220199905,4.34,0.44,0.04,1.48,0.51,0.01,15.03,2,0.25,7.16,3.8,0.81,3.96,0.21,4.98,0.20712349,0.262670934,0.366666667,0.173160173,0.75,0,0.138947277,0.192736285,0.03875969,0.57622739,0.255079284,0.181331197,0.100367294,0.177993944,0.086956522,0.043478261,0.183427363,0.277669001,0.242081404,0.168221699,0.129177958,0.38064589,0.239147432,0.282305749,0.238095238,0.285714286,0.223942946,0.295987442,20.41397769,2.387422495,0.001106389,1.410080644,0.595387635,21.02035907,14.08534428,6.907848866,25.06044465,3.91E-05,0.000390948,31.96872356,46.23441988,4.566012475,0.060318268,0.733171756,0.246919598,0.740711901,0.240748847,0.963432772,0.036567228,0.794204126,0.186475806,0.752735817,0.221202845,0.856427759,0.124876902,0.851598517,0.132222467,0.810890997,0.17311297,0.829341804,0.152831543,0,1,0.826235918,0.156244897,0.793389977,0.179636687,0.776374405,0.199988476,0.639792801,0.332181134,29.81,3.72625,5.45215108,1.92059931
US2M 30m B,US2,"42.436618, -71.18818",Mixed,30,0.148196993,0,NA,NA,NA,3.3,21.11111111,2.7,13,0.594654498,0.863621743,0.929456297,0.089125946,0.162975,0.067525,0.006475,3,2,0,0,0,0,4,0,0,0.202,5,0,356.780819,99.2179873,257.5628317,7,356.780819,357.780819,2,0,NA,0.95663575,0.832328106,0.097290526,0.061148743,0,0,0.231743528,0.025749281,0.568386378,0.007562401,0,0,0.263375686,0.129870819,1.08,0.71,0.182461616,2.551557672,0.388506487,0.911959885,0.064440774,0.844882602,0.124618537,0.898840962,0.07777195,0.421971504,0.253549225,0.703860072,0.350886146,0.451192354,0.602533172,0.574444945,0.591686782,0.652192366,0.467519032,0.26568344,0.538820658,309,5.133339194,106,2.921367941,0.895348619,0.626440677,-2.194771027,20991585.92,2897010.196,0.365500603,65,0.375486381,0.046413502,0.126760563,NA,NA,25,1.991907827,8.14,0.56,0.05,1.82,0.85,0,20.57,2.27,0.25,10.81,6.17,1.27,5.58,0.35,7.2,0.244084415,0.13885814,0.236054422,0.193877551,0.4,0,0.25196554,0.180327869,0.069620253,0.524261603,0.31550459,0.169831811,0.142243429,0.12511728,0.043478261,0,0.264576774,0.277614607,0.292751459,0.12781094,0.251587302,0.376984127,0.281306057,0.325722408,0.314285714,0.2,0.279225442,0.326761769,32.65782614,4.878875729,0.010388072,2.313898832,0.872272421,34.26465917,20.33638021,12.3925056,40.20174967,0.000244825,0.002448248,52.59694833,74.22868248,9.006274987,0.118888498,0.853775777,0.104107764,0.837681304,0.113632445,0.975309943,0.024690057,0.870937468,0.090945023,0.883123185,0.082482672,0.902155072,0.064869813,0.896431748,0.076335049,0.861390963,0.108262364,0.901376425,0.072019492,0,1,0.895648698,0.077215469,0.866920026,0.09539546,0.862838222,0.100866422,0.810160851,0.108246836,44.08,5.51,6.126552717,1.543750421
